fipstate,fipscty,county,state,area_office,rid,region
1,1,Autauga County, AL,Mobile Area Office,418600,4
1,3,Baldwin County, AL,Mobile Area Office,418600,4
1,5,Barbour County, AL,Mobile Area Office,418600,4
1,7,Bibb County, AL,Birmingham Area Office,418300,4
1,9,Blount County, AL,Birmingham Area Office,418300,4
1,11,Bullock County, AL,Mobile Area Office,418600,4
1,13,Butler County, AL,Mobile Area Office,418600,4
1,15,Calhoun County, AL,Birmingham Area Office,418300,4
1,17,Chambers County, AL,Mobile Area Office,418600,4
1,19,Cherokee County, AL,Birmingham Area Office,418300,4
1,21,Chilton County, AL,Mobile Area Office,418600,4
1,23,Choctaw County, AL,Mobile Area Office,418600,4
1,25,Clarke County, AL,Mobile Area Office,418600,4
1,27,Clay County, AL,Birmingham Area Office,418300,4
1,29,Cleburne County, AL,Birmingham Area Office,418300,4
1,31,Coffee County, AL,Mobile Area Office,418600,4
1,33,Colbert County, AL,Birmingham Area Office,418300,4
1,35,Conecuh County, AL,Mobile Area Office,418600,4
1,37,Coosa County, AL,Mobile Area Office,418600,4
1,39,Covington County, AL,Mobile Area Office,418600,4
1,41,Crenshaw County, AL,Mobile Area Office,418600,4
1,43,Cullman County, AL,Birmingham Area Office,418300,4
1,45,Dale County, AL,Mobile Area Office,418600,4
1,47,Dallas County, AL,Mobile Area Office,418600,4
1,49,DeKalb County, AL,Birmingham Area Office,418300,4
1,51,Elmore County, AL,Mobile Area Office,418600,4
1,53,Escambia County, AL,Mobile Area Office,418600,4
1,55,Etowah County, AL,Birmingham Area Office,418300,4
1,57,Fayette County, AL,,,0
1,59,Franklin County, AL,Birmingham Area Office,418300,4
1,61,Geneva County, AL,Mobile Area Office,418600,4
1,63,Greene County, AL,Mobile Area Office,418600,4
1,65,Hale County, AL,Mobile Area Office,418600,4
1,67,Henry County, AL,Mobile Area Office,418600,4
1,69,Houston County, AL,Mobile Area Office,418600,4
1,71,Jackson County, AL,Birmingham Area Office,418300,4
1,73,Jefferson County, AL,Birmingham Area Office,418300,4
1,75,Lamar County, AL,Birmingham Area Office,418300,4
1,77,Lauderdale County, AL,Birmingham Area Office,418300,4
1,79,Lawrence County, AL,Birmingham Area Office,418300,4
1,81,Lee County, AL,Mobile Area Office,418600,4
1,83,Limestone County, AL,Birmingham Area Office,418300,4
1,85,Lowndes County, AL,Mobile Area Office,418600,4
1,87,Macon County, AL,Mobile Area Office,418600,4
1,89,Madison County, AL,Birmingham Area Office,418300,4
1,91,Marengo County, AL,Mobile Area Office,418600,4
1,93,Marion County, AL,Birmingham Area Office,418300,4
1,95,Marshall County, AL,Birmingham Area Office,418300,4
1,97,Mobile County, AL,Mobile Area Office,418600,4
1,99,Monroe County, AL,Mobile Area Office,418600,4
1,101,Montgomery County, AL,Mobile Area Office,418600,4
1,103,Morgan County, AL,Birmingham Area Office,418300,4
1,105,Perry County, AL,Mobile Area Office,418600,4
1,107,Pickens County, AL,Birmingham Area Office,418300,4
1,109,Pike County, AL,Mobile Area Office,418600,4
1,111,Randolph County, AL,Birmingham Area Office,418300,4
1,113,Russell County, AL,Mobile Area Office,418600,4
1,115,St. Clair County, AL,Birmingham Area Office,418300,4
1,117,Shelby County, AL,Birmingham Area Office,418300,4
1,119,Sumter County, AL,Mobile Area Office,418600,4
1,121,Talladega County, AL,Birmingham Area Office,418300,4
1,123,Tallapoosa County, AL,Mobile Area Office,418600,4
1,125,Tuscaloosa County, AL,Birmingham Area Office,418300,4
1,127,Walker County, AL,Birmingham Area Office,418300,4
1,129,Washington County, AL,Mobile Area Office,418600,4
1,131,Wilcox County, AL,Mobile Area Office,418600,4
1,133,Winston County, AL,Birmingham Area Office,418300,4
2,13,Aleutians East Borough, AK,Anchorage Area Office,1032100,10
2,16,Aleutians West Census Area, AK,Anchorage Area Office,1032100,10
2,20,Anchorage Municipality, AK,Anchorage Area Office,1032100,10
2,50,Bethel Census Area, AK,Anchorage Area Office,1032100,10
2,60,Bristol Bay Borough, AK,Anchorage Area Office,1032100,10
2,68,Denali Borough, AK,Anchorage Area Office,1032100,10
2,70,Dillingham Census Area, AK,Anchorage Area Office,1032100,10
2,90,Fairbanks North Star Borough, AK,Anchorage Area Office,1032100,10
2,100,Haines Borough, AK,Anchorage Area Office,1032100,10
2,105,Hoonah-Angoon Census Area, AK,Anchorage Area Office,1032100,10
2,110,Juneau City and Borough, AK,Anchorage Area Office,1032100,10
2,122,Kenai Peninsula Borough, AK,Anchorage Area Office,1032100,10
2,130,Ketchikan Gateway Borough, AK,Anchorage Area Office,1032100,10
2,150,Kodiak Island Borough, AK,Anchorage Area Office,1032100,10
2,164,Lake and Peninsula Borough, AK,Anchorage Area Office,1032100,10
2,170,Matanuska-Susitna Borough, AK,Anchorage Area Office,1032100,10
2,180,Nome Census Area, AK,Anchorage Area Office,1032100,10
2,185,North Slope Borough, AK,Anchorage Area Office,1032100,10
2,188,Northwest Arctic Borough, AK,Anchorage Area Office,1032100,10
2,195,Petersburg Census Area, AK,Anchorage Area Office,1032100,10
2,198,Prince of Wales-Hyder Census Area, AK,Anchorage Area Office,1032100,10
2,220,Sitka City and Borough, AK,Anchorage Area Office,1032100,10
2,230,Skagway Municipality, AK,Anchorage Area Office,1032100,10
2,240,Southeast Fairbanks Census Area, AK,Anchorage Area Office,1032100,10
2,261,Valdez-Cordova Census Area, AK,Anchorage Area Office,1032100,10
2,270,Wade Hampton Census Area, AK,Anchorage Area Office,1032100,10
2,275,Wrangell City and Borough, AK,Anchorage Area Office,1032100,10
2,282,Yakutat City and Borough, AK,Anchorage Area Office,1032100,10
2,290,Yukon-Koyukuk Census Area, AK,Anchorage Area Office,1032100,10
4,1,Apache County, AZ,Phoenix Area Office,936400,9
4,3,Cochise County, AZ,Phoenix Area Office,936400,9
4,5,Coconino County, AZ,Phoenix Area Office,936400,9
4,7,Gila County, AZ,Phoenix Area Office,936400,9
4,9,Graham County, AZ,Phoenix Area Office,936400,9
4,11,Greenlee County, AZ,Phoenix Area Office,936400,9
4,12,La Paz County, AZ,Phoenix Area Office,936400,9
4,13,Maricopa County, AZ,Phoenix Area Office,936400,9
4,15,Mohave County, AZ,Phoenix Area Office,936400,9
4,17,Navajo County, AZ,Phoenix Area Office,936400,9
4,19,Pima County, AZ,Phoenix Area Office,936400,9
4,21,Pinal County, AZ,Phoenix Area Office,936400,9
4,23,Santa Cruz County, AZ,Phoenix Area Office,936400,9
4,25,Yavapai County, AZ,Phoenix Area Office,936400,9
4,27,Yuma County, AZ,Phoenix Area Office,936400,9
5,1,Arkansas County, AR,Little Rock Area Office,627100,6
5,3,Ashley County, AR,Little Rock Area Office,627100,6
5,5,Baxter County, AR,Little Rock Area Office,627100,6
5,7,Benton County, AR,Little Rock Area Office,627100,6
5,9,Boone County, AR,Little Rock Area Office,627100,6
5,11,Bradley County, AR,Little Rock Area Office,627100,6
5,13,Calhoun County, AR,Little Rock Area Office,627100,6
5,15,Carroll County, AR,Little Rock Area Office,627100,6
5,17,Chicot County, AR,Little Rock Area Office,627100,6
5,19,Clark County, AR,Little Rock Area Office,627100,6
5,21,Clay County, AR,Little Rock Area Office,627100,6
5,23,Cleburne County, AR,Little Rock Area Office,627100,6
5,25,Cleveland County, AR,Little Rock Area Office,627100,6
5,27,Columbia County, AR,Little Rock Area Office,627100,6
5,29,Conway County, AR,Little Rock Area Office,627100,6
5,31,Craighead County, AR,Little Rock Area Office,627100,6
5,33,Crawford County, AR,Little Rock Area Office,627100,6
5,35,Crittenden County, AR,Little Rock Area Office,627100,6
5,37,Cross County, AR,Little Rock Area Office,627100,6
5,39,Dallas County, AR,Little Rock Area Office,627100,6
5,41,Desha County, AR,Little Rock Area Office,627100,6
5,43,Drew County, AR,Little Rock Area Office,627100,6
5,45,Faulkner County, AR,Little Rock Area Office,627100,6
5,47,Franklin County, AR,Little Rock Area Office,627100,6
5,49,Fulton County, AR,Little Rock Area Office,627100,6
5,51,Garland County, AR,Little Rock Area Office,627100,6
5,53,Grant County, AR,Little Rock Area Office,627100,6
5,55,Greene County, AR,Little Rock Area Office,627100,6
5,57,Hempstead County, AR,Little Rock Area Office,627100,6
5,59,Hot Spring County, AR,Little Rock Area Office,627100,6
5,61,Howard County, AR,Little Rock Area Office,627100,6
5,63,Independence County, AR,Little Rock Area Office,627100,6
5,65,Izard County, AR,Little Rock Area Office,627100,6
5,67,Jackson County, AR,Little Rock Area Office,627100,6
5,69,Jefferson County, AR,Little Rock Area Office,627100,6
5,71,Johnson County, AR,Little Rock Area Office,627100,6
5,73,Lafayette County, AR,Little Rock Area Office,627100,6
5,75,Lawrence County, AR,Little Rock Area Office,627100,6
5,77,Lee County, AR,Little Rock Area Office,627100,6
5,79,Lincoln County, AR,Little Rock Area Office,627100,6
5,81,Little River County, AR,Little Rock Area Office,627100,6
5,83,Logan County, AR,Little Rock Area Office,627100,6
5,85,Lonoke County, AR,Little Rock Area Office,627100,6
5,87,Madison County, AR,Little Rock Area Office,627100,6
5,89,Marion County, AR,Little Rock Area Office,627100,6
5,91,Miller County, AR,Little Rock Area Office,627100,6
5,93,Mississippi County, AR,Little Rock Area Office,627100,6
5,95,Monroe County, AR,Little Rock Area Office,627100,6
5,97,Montgomery County, AR,Little Rock Area Office,627100,6
5,99,Nevada County, AR,Little Rock Area Office,627100,6
5,101,Newton County, AR,Little Rock Area Office,627100,6
5,103,Ouachita County, AR,Little Rock Area Office,627100,6
5,105,Perry County, AR,Little Rock Area Office,627100,6
5,107,Phillips County, AR,Little Rock Area Office,627100,6
5,109,Pike County, AR,Little Rock Area Office,627100,6
5,111,Poinsett County, AR,Little Rock Area Office,627100,6
5,113,Polk County, AR,Little Rock Area Office,627100,6
5,115,Pope County, AR,Little Rock Area Office,627100,6
5,117,Prairie County, AR,Little Rock Area Office,627100,6
5,119,Pulaski County, AR,Little Rock Area Office,627100,6
5,121,Randolph County, AR,Little Rock Area Office,627100,6
5,123,St. Francis County, AR,Little Rock Area Office,627100,6
5,125,Saline County, AR,Little Rock Area Office,627100,6
5,127,Scott County, AR,Little Rock Area Office,627100,6
5,129,Searcy County, AR,Little Rock Area Office,627100,6
5,131,Sebastian County, AR,Little Rock Area Office,627100,6
5,133,Sevier County, AR,Little Rock Area Office,627100,6
5,135,Sharp County, AR,Little Rock Area Office,627100,6
5,137,Stone County, AR,Little Rock Area Office,627100,6
5,139,Union County, AR,Little Rock Area Office,627100,6
5,141,Van Buren County, AR,Little Rock Area Office,627100,6
5,143,Washington County, AR,Little Rock Area Office,627100,6
5,145,White County, AR,Little Rock Area Office,627100,6
5,147,Woodruff County, AR,Little Rock Area Office,627100,6
5,149,Yell County, AR,Little Rock Area Office,627100,6
6,1,Alameda County, CA,Oakland Area Office,936100,9
6,3,Alpine County, CA,Oakland Area Office,936100,9
6,5,Amador County, CA,Oakland Area Office,936100,9
6,7,Butte County, CA,Oakland Area Office,936100,9
6,9,Calaveras County, CA,Oakland Area Office,936100,9
6,11,Colusa County, CA,Oakland Area Office,936100,9
6,13,Contra Costa County, CA,Oakland Area Office,936100,9
6,15,Del Norte County, CA,Oakland Area Office,936100,9
6,17,El Dorado County, CA,Oakland Area Office,936100,9
6,19,Fresno County, CA,Oakland Area Office,936100,9
6,21,Glenn County, CA,Oakland Area Office,936100,9
6,23,Humboldt County, CA,Oakland Area Office,936100,9
6,25,Imperial County, CA,San Diego Area Office,936200,9
6,27,Inyo County, CA,San Diego Area Office,936200,9
6,29,Kern County, CA,San Diego Area Office,936200,9
6,31,Kings County, CA,San Diego Area Office,936200,9
6,33,Lake County, CA,Oakland Area Office,936100,9
6,35,Lassen County, CA,Oakland Area Office,936100,9
6,37,Los Angeles County, CA,San Diego Area Office,936200,9
6,39,Madera County, CA,Oakland Area Office,936100,9
6,41,Marin County, CA,Oakland Area Office,936100,9
6,43,Mariposa County, CA,Oakland Area Office,936100,9
6,45,Mendocino County, CA,Oakland Area Office,936100,9
6,47,Merced County, CA,Oakland Area Office,936100,9
6,49,Modoc County, CA,Oakland Area Office,936100,9
6,51,Mono County, CA,Oakland Area Office,936100,9
6,53,Monterey County, CA,San Diego Area Office,936200,9
6,55,Napa County, CA,Oakland Area Office,936100,9
6,57,Nevada County, CA,Oakland Area Office,936100,9
6,59,Orange County, CA,San Diego Area Office,936200,9
6,61,Placer County, CA,Oakland Area Office,936100,9
6,63,Plumas County, CA,Oakland Area Office,936100,9
6,65,Riverside County, CA,San Diego Area Office,936200,9
6,67,Sacramento County, CA,Oakland Area Office,936100,9
6,69,San Benito County, CA,Oakland Area Office,936100,9
6,71,San Bernardino County, CA,San Diego Area Office,936200,9
6,73,San Diego County, CA,San Diego Area Office,936200,9
6,75,San Francisco County, CA,Oakland Area Office,936100,9
6,77,San Joaquin County, CA,Oakland Area Office,936100,9
6,79,San Luis Obispo County, CA,San Diego Area Office,936200,9
6,81,San Mateo County, CA,Oakland Area Office,936100,9
6,83,Santa Barbara County, CA,San Diego Area Office,936200,9
6,85,Santa Clara County, CA,Oakland Area Office,936100,9
6,87,Santa Cruz County, CA,Oakland Area Office,936100,9
6,89,Shasta County, CA,Oakland Area Office,936100,9
6,91,Sierra County, CA,Oakland Area Office,936100,9
6,93,Siskiyou County, CA,Oakland Area Office,936100,9
6,95,Solano County, CA,Oakland Area Office,936100,9
6,97,Sonoma County, CA,Oakland Area Office,936100,9
6,99,Stanislaus County, CA,Oakland Area Office,936100,9
6,101,Sutter County, CA,Oakland Area Office,936100,9
6,103,Tehama County, CA,Oakland Area Office,936100,9
6,105,Trinity County, CA,Oakland Area Office,936100,9
6,107,Tulare County, CA,San Diego Area Office,936200,9
6,109,Tuolumne County, CA,Oakland Area Office,936100,9
6,111,Ventura County, CA,San Diego Area Office,936200,9
6,113,Yolo County, CA,Oakland Area Office,936100,9
6,115,Yuba County, CA,Oakland Area Office,936100,9
8,1,Adams County, CO,Denver Area Office,830500,8
8,3,Alamosa County, CO,Englewood Area Office,830600,8
8,5,Arapahoe County, CO,Englewood Area Office,830600,8
8,7,Archuleta County, CO,Englewood Area Office,830600,8
8,9,Baca County, CO,Englewood Area Office,830600,8
8,11,Bent County, CO,Englewood Area Office,830600,8
8,13,Boulder County, CO,Denver Area Office,830500,8
8,14,Broomfield County, CO,Denver Area Office,830500,8
8,15,Chaffee County, CO,Englewood Area Office,830600,8
8,17,Cheyenne County, CO,Englewood Area Office,830600,8
8,19,Clear Creek County, CO,Denver Area Office,830500,8
8,21,Conejos County, CO,Englewood Area Office,830600,8
8,23,Costilla County, CO,Englewood Area Office,830600,8
8,25,Crowley County, CO,Englewood Area Office,830600,8
8,27,Custer County, CO,Englewood Area Office,830600,8
8,29,Delta County, CO,Denver Area Office,830500,8
8,31,Denver County, CO,Denver Area Office,830500,8
8,33,Dolores County, CO,Englewood Area Office,830600,8
8,35,Douglas County, CO,Englewood Area Office,830600,8
8,37,Eagle County, CO,Denver Area Office,830500,8
8,39,Elbert County, CO,Englewood Area Office,830600,8
8,41,El Paso County, CO,Englewood Area Office,830600,8
8,43,Fremont County, CO,Englewood Area Office,830600,8
8,45,Garfield County, CO,Denver Area Office,830500,8
8,47,Gilpin County, CO,Denver Area Office,830500,8
8,49,Grand County, CO,Denver Area Office,830500,8
8,51,Gunnison County, CO,Englewood Area Office,830600,8
8,53,Hinsdale County, CO,Englewood Area Office,830600,8
8,55,Huerfano County, CO,Englewood Area Office,830600,8
8,57,Jackson County, CO,Denver Area Office,830500,8
8,59,Jefferson County, CO,Englewood Area Office,830600,8
8,61,Kiowa County, CO,Englewood Area Office,830600,8
8,63,Kit Carson County, CO,Englewood Area Office,830600,8
8,65,Lake County, CO,Denver Area Office,830500,8
8,67,La Plata County, CO,Englewood Area Office,830600,8
8,69,Larimer County, CO,Denver Area Office,830500,8
8,71,Las Animas County, CO,Englewood Area Office,830600,8
8,73,Lincoln County, CO,Englewood Area Office,830600,8
8,75,Logan County, CO,Denver Area Office,830500,8
8,77,Mesa County, CO,Denver Area Office,830500,8
8,79,Mineral County, CO,Englewood Area Office,830600,8
8,81,Moffat County, CO,Denver Area Office,830500,8
8,83,Montezuma County, CO,Englewood Area Office,830600,8
8,85,Montrose County, CO,Englewood Area Office,830600,8
8,87,Morgan County, CO,Denver Area Office,830500,8
8,89,Otero County, CO,Englewood Area Office,830600,8
8,91,Ouray County, CO,Englewood Area Office,830600,8
8,93,Park County, CO,Englewood Area Office,830600,8
8,95,Phillips County, CO,Denver Area Office,830500,8
8,97,Pitkin County, CO,Denver Area Office,830500,8
8,99,Prowers County, CO,Englewood Area Office,830600,8
8,101,Pueblo County, CO,Englewood Area Office,830600,8
8,103,Rio Blanco County, CO,Denver Area Office,830500,8
8,105,Rio Grande County, CO,Englewood Area Office,830600,8
8,107,Routt County, CO,Denver Area Office,830500,8
8,109,Saguache County, CO,Englewood Area Office,830600,8
8,111,San Juan County, CO,Englewood Area Office,830600,8
8,113,San Miguel County, CO,Englewood Area Office,830600,8
8,115,Sedgwick County, CO,Denver Area Office,830500,8
8,117,Summit County, CO,Denver Area Office,830500,8
8,119,Teller County, CO,Englewood Area Office,830600,8
8,121,Washington County, CO,Denver Area Office,830500,8
8,123,Weld County, CO,Denver Area Office,830500,8
8,125,Yuma County, CO,Denver Area Office,830500,8
9,1,Fairfield County, CT,Bridgeport Area Office,111500,1
9,3,Hartford County, CT,Hartford Area Office,112000,1
9,5,Litchfield County, CT,Hartford Area Office,112000,1
9,7,Middlesex County, CT,Bridgeport Area Office,111500,1
9,9,New Haven County, CT,Bridgeport Area Office,111500,1
9,11,New London County, CT,Hartford Area Office,112000,1
9,13,Tolland County, CT,Hartford Area Office,112000,1
9,15,Windham County, CT,Hartford Area Office,112000,1
10,1,Kent County, DE,Wilmington Area Office,317300,3
10,3,New Castle County, DE,Wilmington Area Office,317300,3
10,5,Sussex County, DE,Wilmington Area Office,317300,3
11,1,District of Columbia, DC,Wilmington Area Office,317300,3
12,1,Alachua County, FL,Jacksonville Area Office,419700,4
12,3,Baker County, FL,Jacksonville Area Office,419700,4
12,5,Bay County, FL,Jacksonville Area Office,419700,4
12,7,Bradford County, FL,Jacksonville Area Office,419700,4
12,9,Brevard County, FL,Tampa Area Office,420600,4
12,11,Broward County, FL,Fort Lauderdale Area Office,418800,4
12,13,Calhoun County, FL,Jacksonville Area Office,419700,4
12,15,Charlotte County, FL,Tampa Area Office,420600,4
12,17,Citrus County, FL,Tampa Area Office,420600,4
12,19,Clay County, FL,Jacksonville Area Office,419700,4
12,21,Collier County, FL,Fort Lauderdale Area Office,418800,4
12,23,Columbia County, FL,Jacksonville Area Office,419700,4
12,27,DeSoto County, FL,Tampa Area Office,420600,4
12,29,Dixie County, FL,Jacksonville Area Office,419700,4
12,31,Duval County, FL,Jacksonville Area Office,419700,4
12,33,Escambia County, FL,Jacksonville Area Office,419700,4
12,35,Flagler County, FL,Jacksonville Area Office,419700,4
12,37,Franklin County, FL,Jacksonville Area Office,419700,4
12,39,Gadsden County, FL,Jacksonville Area Office,419700,4
12,41,Gilchrist County, FL,Jacksonville Area Office,419700,4
12,43,Glades County, FL,Fort Lauderdale Area Office,418800,4
12,45,Gulf County, FL,Jacksonville Area Office,419700,4
12,47,Hamilton County, FL,Jacksonville Area Office,419700,4
12,49,Hardee County, FL,Tampa Area Office,420600,4
12,51,Hendry County, FL,Fort Lauderdale Area Office,418800,4
12,53,Hernando County, FL,Tampa Area Office,420600,4
12,55,Highlands County, FL,Tampa Area Office,420600,4
12,57,Hillsborough County, FL,Tampa Area Office,420600,4
12,59,Holmes County, FL,,,0
12,61,Indian River County, FL,Fort Lauderdale Area Office,418800,4
12,63,Jackson County, FL,Jacksonville Area Office,419700,4
12,65,Jefferson County, FL,Jacksonville Area Office,419700,4
12,67,Lafayette County, FL,Jacksonville Area Office,419700,4
12,69,Lake County, FL,Tampa Area Office,420600,4
12,71,Lee County, FL,Tampa Area Office,420600,4
12,73,Leon County, FL,Jacksonville Area Office,419700,4
12,75,Levy County, FL,Jacksonville Area Office,419700,4
12,77,Liberty County, FL,Jacksonville Area Office,419700,4
12,79,Madison County, FL,Jacksonville Area Office,419700,4
12,81,Manatee County, FL,Tampa Area Office,420600,4
12,83,Marion County, FL,Jacksonville Area Office,419700,4
12,85,Martin County, FL,Fort Lauderdale Area Office,418800,4
12,86,Miami-Dade County, FL,Fort Lauderdale Area Office,418800,4
12,87,Monroe County, FL,Fort Lauderdale Area Office,418800,4
12,89,Nassau County, FL,Jacksonville Area Office,419700,4
12,91,Okaloosa County, FL,Jacksonville Area Office,419700,4
12,93,Okeechobee County, FL,Tampa Area Office,420600,4
12,95,Orange County, FL,Tampa Area Office,420600,4
12,97,Osceola County, FL,Tampa Area Office,420600,4
12,99,Palm Beach County, FL,Fort Lauderdale Area Office,418800,4
12,101,Pasco County, FL,Tampa Area Office,420600,4
12,103,Pinellas County, FL,Tampa Area Office,420600,4
12,105,Polk County, FL,Tampa Area Office,420600,4
12,107,Putnam County, FL,Jacksonville Area Office,419700,4
12,109,St. Johns County, FL,Jacksonville Area Office,419700,4
12,111,St. Lucie County, FL,Fort Lauderdale Area Office,418800,4
12,113,Santa Rosa County, FL,Jacksonville Area Office,419700,4
12,115,Sarasota County, FL,Tampa Area Office,420600,4
12,117,Seminole County, FL,Tampa Area Office,420600,4
12,119,Sumter County, FL,Tampa Area Office,420600,4
12,121,Suwannee County, FL,Jacksonville Area Office,419700,4
12,123,Taylor County, FL,Jacksonville Area Office,419700,4
12,125,Union County, FL,Jacksonville Area Office,419700,4
12,127,Volusia County, FL,Jacksonville Area Office,419700,4
12,129,Wakulla County, FL,Jacksonville Area Office,419700,4
12,131,Walton County, FL,Jacksonville Area Office,419700,4
12,131,Walton County, FL,Jacksonville Area Office,419700,4
12,133,Washington County, FL,Jacksonville Area Office,419700,4
13,1,Appling County, GA,Savannah Area Office,418400,4
13,3,Atkinson County, GA,Savannah Area Office,418400,4
13,5,Bacon County, GA,Savannah Area Office,418400,4
13,7,Baker County, GA,Savannah Area Office,418400,4
13,9,Baldwin County, GA,Atlanta East Area Office,418100,4
13,11,Banks County, GA,Atlanta East Area Office,418100,4
13,13,Barrow County, GA,Atlanta East Area Office,418100,4
13,15,Bartow County, GA,Atlanta West Area Office,418200,4
13,17,Ben Hill County, GA,Savannah Area Office,418400,4
13,19,Berrien County, GA,Savannah Area Office,418400,4
13,21,Bibb County, GA,Atlanta East Area Office,418100,4
13,23,Bleckley County, GA,Savannah Area Office,418400,4
13,25,Brantley County, GA,Savannah Area Office,418400,4
13,27,Brooks County, GA,Savannah Area Office,418400,4
13,29,Bryan County, GA,Savannah Area Office,418400,4
13,31,Bulloch County, GA,Savannah Area Office,418400,4
13,33,Burke County, GA,Savannah Area Office,418400,4
13,35,Butts County, GA,Atlanta East Area Office,418100,4
13,37,Calhoun County, GA,Savannah Area Office,418400,4
13,39,Camden County, GA,Savannah Area Office,418400,4
13,43,Candler County, GA,Savannah Area Office,418400,4
13,45,Carroll County, GA,Atlanta West Area Office,418200,4
13,47,Catoosa County, GA,Atlanta West Area Office,418200,4
13,49,Charlton County, GA,Savannah Area Office,418400,4
13,51,Chatham County, GA,Savannah Area Office,418400,4
13,53,Chattahoochee County, GA,Atlanta West Area Office,418200,4
13,55,Chattooga County, GA,Atlanta West Area Office,418200,4
13,57,Cherokee County, GA,Atlanta East Area Office,418100,4
13,59,Clarke County, GA,Atlanta East Area Office,418100,4
13,61,Clay County, GA,Savannah Area Office,418400,4
13,63,Clayton County, GA,Atlanta West Area Office,418200,4
13,65,Clinch County, GA,Savannah Area Office,418400,4
13,67,Cobb County, GA,Atlanta West Area Office,418200,4
13,69,Coffee County, GA,Savannah Area Office,418400,4
13,71,Colquitt County, GA,Savannah Area Office,418400,4
13,73,Columbia County, GA,Atlanta East Area Office,418100,4
13,75,Cook County, GA,Savannah Area Office,418400,4
13,77,Coweta County, GA,Atlanta West Area Office,418200,4
13,79,Crawford County, GA,Atlanta East Area Office,418100,4
13,81,Crisp County, GA,Savannah Area Office,418400,4
13,83,Dade County, GA,Atlanta West Area Office,418200,4
13,85,Dawson County, GA,Atlanta East Area Office,418100,4
13,87,Decatur County, GA,Savannah Area Office,418400,4
13,89,DeKalb County, GA,Atlanta East Area Office,418100,4
13,91,Dodge County, GA,Savannah Area Office,418400,4
13,93,Dooly County, GA,Savannah Area Office,418400,4
13,95,Dougherty County, GA,Savannah Area Office,418400,4
13,97,Douglas County, GA,Atlanta West Area Office,418200,4
13,99,Early County, GA,Savannah Area Office,418400,4
13,101,Echols County, GA,Savannah Area Office,418400,4
13,103,Effingham County, GA,Savannah Area Office,418400,4
13,105,Elbert County, GA,Atlanta East Area Office,418100,4
13,107,Emanuel County, GA,Savannah Area Office,418400,4
13,109,Evans County, GA,Savannah Area Office,418400,4
13,111,Fannin County, GA,Atlanta East Area Office,418100,4
13,113,Fayette County, GA,Atlanta West Area Office,418200,4
13,115,Floyd County, GA,Atlanta West Area Office,418200,4
13,117,Forsyth County, GA,Atlanta East Area Office,418100,4
13,119,Franklin County, GA,Atlanta East Area Office,418100,4
13,121,Fulton County, GA,Atlanta West Area Office,418200,4
13,123,Gilmer County, GA,Atlanta East Area Office,418100,4
13,125,Glascock County, GA,Atlanta East Area Office,418100,4
13,127,Glynn County, GA,Savannah Area Office,418400,4
13,129,Gordon County, GA,Atlanta West Area Office,418200,4
13,131,Grady County, GA,Savannah Area Office,418400,4
13,133,Greene County, GA,Atlanta East Area Office,418100,4
13,135,Gwinnett County, GA,Atlanta East Area Office,418100,4
13,137,Habersham County, GA,Atlanta East Area Office,418100,4
13,139,Hall County, GA,Atlanta East Area Office,418100,4
13,141,Hancock County, GA,Atlanta East Area Office,418100,4
13,143,Haralson County, GA,Atlanta West Area Office,418200,4
13,145,Harris County, GA,Atlanta West Area Office,418200,4
13,147,Hart County, GA,Atlanta East Area Office,418100,4
13,149,Heard County, GA,Atlanta West Area Office,418200,4
13,151,Henry County, GA,Atlanta East Area Office,418100,4
13,153,Houston County, GA,Atlanta East Area Office,418100,4
13,155,Irwin County, GA,Savannah Area Office,418400,4
13,157,Jackson County, GA,Atlanta East Area Office,418100,4
13,159,Jasper County, GA,Atlanta East Area Office,418100,4
13,161,Jeff Davis County, GA,Savannah Area Office,418400,4
13,163,Jefferson County, GA,Savannah Area Office,418400,4
13,165,Jenkins County, GA,Savannah Area Office,418400,4
13,167,Johnson County, GA,Savannah Area Office,418400,4
13,169,Jones County, GA,Atlanta East Area Office,418100,4
13,171,Lamar County, GA,Atlanta West Area Office,418200,4
13,173,Lanier County, GA,Savannah Area Office,418400,4
13,175,Laurens County, GA,Savannah Area Office,418400,4
13,177,Lee County, GA,Savannah Area Office,418400,4
13,179,Liberty County, GA,Savannah Area Office,418400,4
13,181,Lincoln County, GA,Atlanta East Area Office,418100,4
13,183,Long County, GA,Savannah Area Office,418400,4
13,185,Lowndes County, GA,Savannah Area Office,418400,4
13,187,Lumpkin County, GA,Atlanta East Area Office,418100,4
13,189,McDuffie County, GA,Atlanta East Area Office,418100,4
13,191,McIntosh County, GA,Savannah Area Office,418400,4
13,193,Macon County, GA,Savannah Area Office,418400,4
13,195,Madison County, GA,Atlanta East Area Office,418100,4
13,197,Marion County, GA,Atlanta West Area Office,418200,4
13,199,Meriwether County, GA,Atlanta West Area Office,418200,4
13,201,Miller County, GA,Savannah Area Office,418400,4
13,205,Mitchell County, GA,Savannah Area Office,418400,4
13,207,Monroe County, GA,Atlanta East Area Office,418100,4
13,209,Montgomery County, GA,Savannah Area Office,418400,4
13,211,Morgan County, GA,Atlanta East Area Office,418100,4
13,213,Murray County, GA,Atlanta West Area Office,418200,4
13,215,Muscogee County, GA,Atlanta West Area Office,418200,4
13,217,Newton County, GA,Atlanta East Area Office,418100,4
