fipstate,fipscty,county,state,area_office,rid,region
29,510,St. Louis city, MO,St. Louis Area Office,729300,7
30,1,Beaverhead County, MT,Billings Area Office,830100,8
30,3,Big Horn County, MT,Billings Area Office,830100,8
30,5,Blaine County, MT,Billings Area Office,830100,8
30,7,Broadwater County, MT,Billings Area Office,830100,8
30,9,Carbon County, MT,Billings Area Office,830100,8
30,11,Carter County, MT,Billings Area Office,830100,8
30,13,Cascade County, MT,Billings Area Office,830100,8
30,15,Chouteau County, MT,Billings Area Office,830100,8
30,17,Custer County, MT,Billings Area Office,830100,8
30,19,Daniels County, MT,Billings Area Office,830100,8
30,21,Dawson County, MT,Billings Area Office,830100,8
30,23,Deer Lodge County, MT,Billings Area Office,830100,8
30,25,Fallon County, MT,Billings Area Office,830100,8
30,27,Fergus County, MT,Billings Area Office,830100,8
30,29,Flathead County, MT,Billings Area Office,830100,8
30,31,Gallatin County, MT,Billings Area Office,830100,8
30,33,Garfield County, MT,Billings Area Office,830100,8
30,35,Glacier County, MT,Billings Area Office,830100,8
30,37,Golden Valley County, MT,Billings Area Office,830100,8
30,39,Granite County, MT,Billings Area Office,830100,8
30,41,Hill County, MT,Billings Area Office,830100,8
30,43,Jefferson County, MT,Billings Area Office,830100,8
30,45,Judith Basin County, MT,Billings Area Office,830100,8
30,47,Lake County, MT,Billings Area Office,830100,8
30,49,Lewis and Clark County, MT,Billings Area Office,830100,8
30,51,Liberty County, MT,Billings Area Office,830100,8
30,53,Lincoln County, MT,Billings Area Office,830100,8
30,55,McCone County, MT,Billings Area Office,830100,8
30,57,Madison County, MT,Billings Area Office,830100,8
30,59,Meagher County, MT,Billings Area Office,830100,8
30,61,Mineral County, MT,Billings Area Office,830100,8
30,63,Missoula County, MT,Billings Area Office,830100,8
30,65,Musselshell County, MT,Billings Area Office,830100,8
30,67,Park County, MT,Billings Area Office,830100,8
30,69,Petroleum County, MT,Billings Area Office,830100,8
30,71,Phillips County, MT,Billings Area Office,830100,8
30,73,Pondera County, MT,Billings Area Office,830100,8
30,75,Powder River County, MT,Billings Area Office,830100,8
30,77,Powell County, MT,Billings Area Office,830100,8
30,79,Prairie County, MT,Billings Area Office,830100,8
30,81,Ravalli County, MT,Billings Area Office,830100,8
30,83,Richland County, MT,Billings Area Office,830100,8
30,85,Roosevelt County, MT,Billings Area Office,830100,8
30,87,Rosebud County, MT,Billings Area Office,830100,8
30,89,Sanders County, MT,Billings Area Office,830100,8
30,91,Sheridan County, MT,Billings Area Office,830100,8
30,93,Silver Bow County, MT,Billings Area Office,830100,8
30,95,Stillwater County, MT,Billings Area Office,830100,8
30,97,Sweet Grass County, MT,Billings Area Office,830100,8
30,99,Teton County, MT,Billings Area Office,830100,8
30,101,Toole County, MT,Billings Area Office,830100,8
30,103,Treasure County, MT,Billings Area Office,830100,8
30,105,Valley County, MT,Billings Area Office,830100,8
30,107,Wheatland County, MT,Billings Area Office,830100,8
30,109,Wibaux County, MT,Billings Area Office,830100,8
30,111,Yellowstone County, MT,Billings Area Office,830100,8
31,1,Adams County, NE,Omaha Area Office,728900,7
31,3,Antelope County, NE,Omaha Area Office,728900,7
31,5,Arthur County, NE,Omaha Area Office,728900,7
31,7,Banner County, NE,Omaha Area Office,728900,7
31,9,Blaine County, NE,Omaha Area Office,728900,7
31,11,Boone County, NE,Omaha Area Office,728900,7
31,13,Box Butte County, NE,Omaha Area Office,728900,7
31,15,Boyd County, NE,Omaha Area Office,728900,7
31,17,Brown County, NE,Omaha Area Office,728900,7
31,19,Buffalo County, NE,Omaha Area Office,728900,7
31,21,Burt County, NE,Omaha Area Office,728900,7
31,23,Butler County, NE,Omaha Area Office,728900,7
31,25,Cass County, NE,Omaha Area Office,728900,7
31,27,Cedar County, NE,Omaha Area Office,728900,7
31,29,Chase County, NE,Omaha Area Office,728900,7
31,31,Cherry County, NE,Omaha Area Office,728900,7
31,33,Cheyenne County, NE,Omaha Area Office,728900,7
31,35,Clay County, NE,Omaha Area Office,728900,7
31,37,Colfax County, NE,Omaha Area Office,728900,7
31,39,Cuming County, NE,Omaha Area Office,728900,7
31,41,Custer County, NE,Omaha Area Office,728900,7
31,43,Dakota County, NE,Omaha Area Office,728900,7
31,45,Dawes County, NE,Omaha Area Office,728900,7
31,47,Dawson County, NE,Omaha Area Office,728900,7
31,49,Deuel County, NE,Omaha Area Office,728900,7
31,51,Dixon County, NE,Omaha Area Office,728900,7
31,53,Dodge County, NE,Omaha Area Office,728900,7
31,55,Douglas County, NE,Omaha Area Office,728900,7
31,57,Dundy County, NE,Omaha Area Office,728900,7
31,59,Fillmore County, NE,Omaha Area Office,728900,7
31,61,Franklin County, NE,Omaha Area Office,728900,7
31,63,Frontier County, NE,Omaha Area Office,728900,7
31,65,Furnas County, NE,Omaha Area Office,728900,7
31,67,Gage County, NE,Omaha Area Office,728900,7
31,69,Garden County, NE,Omaha Area Office,728900,7
31,71,Garfield County, NE,Omaha Area Office,728900,7
31,73,Gosper County, NE,Omaha Area Office,728900,7
31,75,Grant County, NE,Omaha Area Office,728900,7
31,77,Greeley County, NE,Omaha Area Office,728900,7
31,79,Hall County, NE,Omaha Area Office,728900,7
31,81,Hamilton County, NE,Omaha Area Office,728900,7
31,83,Harlan County, NE,Omaha Area Office,728900,7
31,85,Hayes County, NE,Omaha Area Office,728900,7
31,87,Hitchcock County, NE,Omaha Area Office,728900,7
31,89,Holt County, NE,Omaha Area Office,728900,7
31,91,Hooker County, NE,Omaha Area Office,728900,7
31,93,Howard County, NE,Omaha Area Office,728900,7
31,95,Jefferson County, NE,Omaha Area Office,728900,7
31,97,Johnson County, NE,Omaha Area Office,728900,7
31,99,Kearney County, NE,Omaha Area Office,728900,7
31,101,Keith County, NE,Omaha Area Office,728900,7
31,103,Keya Paha County, NE,Omaha Area Office,728900,7
31,105,Kimball County, NE,Omaha Area Office,728900,7
31,107,Knox County, NE,Omaha Area Office,728900,7
31,109,Lancaster County, NE,Omaha Area Office,728900,7
31,111,Lincoln County, NE,Omaha Area Office,728900,7
31,113,Logan County, NE,Omaha Area Office,728900,7
31,115,Loup County, NE,Omaha Area Office,728900,7
31,117,McPherson County, NE,Omaha Area Office,728900,7
31,119,Madison County, NE,Omaha Area Office,728900,7
31,121,Merrick County, NE,Omaha Area Office,728900,7
31,123,Morrill County, NE,Omaha Area Office,728900,7
31,125,Nance County, NE,Omaha Area Office,728900,7
31,127,Nemaha County, NE,Omaha Area Office,728900,7
31,129,Nuckolls County, NE,Omaha Area Office,728900,7
31,131,Otoe County, NE,Omaha Area Office,728900,7
31,133,Pawnee County, NE,Omaha Area Office,728900,7
31,135,Perkins County, NE,Omaha Area Office,728900,7
31,137,Phelps County, NE,Omaha Area Office,728900,7
31,139,Pierce County, NE,Omaha Area Office,728900,7
31,141,Platte County, NE,Omaha Area Office,728900,7
31,143,Polk County, NE,Omaha Area Office,728900,7
31,145,Red Willow County, NE,Omaha Area Office,728900,7
31,147,Richardson County, NE,Omaha Area Office,728900,7
31,149,Rock County, NE,Omaha Area Office,728900,7
31,151,Saline County, NE,Omaha Area Office,728900,7
31,153,Sarpy County, NE,Omaha Area Office,728900,7
31,155,Saunders County, NE,Omaha Area Office,728900,7
31,157,Scotts Bluff County, NE,Omaha Area Office,728900,7
31,159,Seward County, NE,Omaha Area Office,728900,7
31,161,Sheridan County, NE,Omaha Area Office,728900,7
31,163,Sherman County, NE,Omaha Area Office,728900,7
31,165,Sioux County, NE,Omaha Area Office,728900,7
31,167,Stanton County, NE,Omaha Area Office,728900,7
31,169,Thayer County, NE,Omaha Area Office,728900,7
31,171,Thomas County, NE,Omaha Area Office,728900,7
31,173,Thurston County, NE,Omaha Area Office,728900,7
31,175,Valley County, NE,Omaha Area Office,728900,7
31,177,Washington County, NE,Omaha Area Office,728900,7
31,179,Wayne County, NE,Omaha Area Office,728900,7
31,181,Webster County, NE,Omaha Area Office,728900,7
31,183,Wheeler County, NE,Omaha Area Office,728900,7
31,185,York County, NE,Omaha Area Office,728900,7
32,1,Churchill County, NV,Las Vegas Area Office,936500,9
32,3,Clark County, NV,Las Vegas Area Office,936500,9
32,5,Douglas County, NV,Las Vegas Area Office,936500,9
32,7,Elko County, NV,Las Vegas Area Office,936500,9
32,9,Esmeralda County, NV,Las Vegas Area Office,936500,9
32,11,Eureka County, NV,Las Vegas Area Office,936500,9
32,13,Humboldt County, NV,Las Vegas Area Office,936500,9
32,15,Lander County, NV,Las Vegas Area Office,936500,9
32,17,Lincoln County, NV,Las Vegas Area Office,936500,9
32,19,Lyon County, NV,Las Vegas Area Office,936500,9
32,21,Mineral County, NV,Las Vegas Area Office,936500,9
32,23,Nye County, NV,Las Vegas Area Office,936500,9
32,27,Pershing County, NV,Las Vegas Area Office,936500,9
32,29,Storey County, NV,Las Vegas Area Office,936500,9
32,31,Washoe County, NV,Las Vegas Area Office,936500,9
32,33,White Pine County, NV,Las Vegas Area Office,936500,9
32,510,Carson City, NV,Las Vegas Area Office,936500,9
33,1,Belknap County, NH,Concord Area Office,111700,1
33,3,Carroll County, NH,Concord Area Office,111700,1
33,5,Cheshire County, NH,Concord Area Office,111700,1
33,7,Coos County, NH,Concord Area Office,111700,1
33,9,Grafton County, NH,Concord Area Office,111700,1
33,11,Hillsborough County, NH,Concord Area Office,111700,1
33,13,Merrimack County, NH,Concord Area Office,111700,1
33,15,Rockingham County, NH,Concord Area Office,111700,1
33,17,Strafford County, NH,Concord Area Office,111700,1
33,19,Sullivan County, NH,Concord Area Office,111700,1
34,1,Atlantic County, NJ,Marlton Area Office,213900,2
34,3,Bergen County, NJ,Hasbrouck Heights Area Office,214500,2
34,5,Burlington County, NJ,Marlton Area Office,213900,2
34,7,Camden County, NJ,Marlton Area Office,213900,2
34,9,Cape May County, NJ,Marlton Area Office,213900,2
34,11,Cumberland County, NJ,Marlton Area Office,213900,2
34,13,Essex County, NJ,Parsippany Area Office,214200,2
34,15,Gloucester County, NJ,Marlton Area Office,213900,2
34,17,Hudson County, NJ,Parsippany Area Office,214200,2
34,19,Hunterdon County, NJ,Avenel Area Office,213400,2
34,21,Mercer County, NJ,Marlton Area Office,213900,2
34,23,Middlesex County, NJ,Avenel Area Office,213400,2
34,25,Monmouth County, NJ,Marlton Area Office,213900,2
34,27,Morris County, NJ,Parsippany Area Office,214200,2
34,29,Ocean County, NJ,Marlton Area Office,213900,2
34,31,Passaic County, NJ,Hasbrouck Heights Area Office,214500,2
34,33,Salem County, NJ,Marlton Area Office,213900,2
34,35,Somerset County, NJ,Avenel Area Office,213400,2
34,37,Sussex County, NJ,Parsippany Area Office,214200,2
34,39,Union County, NJ,Avenel Area Office,213400,2
34,41,Warren County, NJ,Avenel Area Office,213400,2
35,1,Bernalillo County, NM,El Paso Area Office,627500,6
35,3,Catron County, NM,El Paso Area Office,627500,6
35,5,Chaves County, NM,El Paso Area Office,627500,6
35,6,Cibola County, NM,El Paso Area Office,627500,6
35,7,Colfax County, NM,El Paso Area Office,627500,6
35,9,Curry County, NM,El Paso Area Office,627500,6
35,11,De Baca County, NM,El Paso Area Office,627500,6
35,13,Dona Ana County, NM,El Paso Area Office,627500,6
35,15,Eddy County, NM,El Paso Area Office,627500,6
35,17,Grant County, NM,El Paso Area Office,627500,6
35,19,Guadalupe County, NM,El Paso Area Office,627500,6
35,21,Harding County, NM,El Paso Area Office,627500,6
35,23,Hidalgo County, NM,El Paso Area Office,627500,6
35,25,Lea County, NM,El Paso Area Office,627500,6
35,27,Lincoln County, NM,El Paso Area Office,627500,6
35,28,Los Alamos County, NM,El Paso Area Office,627500,6
35,29,Luna County, NM,El Paso Area Office,627500,6
35,31,McKinley County, NM,El Paso Area Office,627500,6
35,33,Mora County, NM,El Paso Area Office,627500,6
35,35,Otero County, NM,El Paso Area Office,627500,6
35,37,Quay County, NM,El Paso Area Office,627500,6
35,39,Rio Arriba County, NM,El Paso Area Office,627500,6
35,41,Roosevelt County, NM,El Paso Area Office,627500,6
35,43,Sandoval County, NM,El Paso Area Office,627500,6
35,45,San Juan County, NM,El Paso Area Office,627500,6
35,47,San Miguel County, NM,El Paso Area Office,627500,6
35,49,Santa Fe County, NM,El Paso Area Office,627500,6
35,51,Sierra County, NM,El Paso Area Office,627500,6
35,53,Socorro County, NM,El Paso Area Office,627500,6
35,55,Taos County, NM,El Paso Area Office,627500,6
35,57,Torrance County, NM,El Paso Area Office,627500,6
35,59,Union County, NM,El Paso Area Office,627500,6
35,61,Valencia County, NM,El Paso Area Office,627500,6
36,1,Albany County, NY,Albany Area Office,213100,2
36,3,Allegany County, NY,Buffalo Area Office,213600,2
36,5,Bronx County, NY,Tarrytown Area Office,216000,2
36,7,Broome County, NY,Syracuse Area Office,215800,2
36,9,Cattaraugus County, NY,Buffalo Area Office,213600,2
36,11,Cayuga County, NY,Syracuse Area Office,215800,2
36,13,Chautauqua County, NY,Buffalo Area Office,213600,2
36,15,Chemung County, NY,Syracuse Area Office,215800,2
36,17,Chenango County, NY,Syracuse Area Office,215800,2
36,19,Clinton County, NY,Albany Area Office,213100,2
36,21,Columbia County, NY,Albany Area Office,213100,2
36,23,Cortland County, NY,Syracuse Area Office,215800,2
36,25,Delaware County, NY,Syracuse Area Office,215800,2
36,27,Dutchess County, NY,Albany Area Office,213100,2
36,29,Erie County, NY,Buffalo Area Office,213600,2
36,31,Essex County, NY,Albany Area Office,213100,2
36,33,Franklin County, NY,Syracuse Area Office,215800,2
36,35,Fulton County, NY,Albany Area Office,213100,2
36,37,Genesee County, NY,Buffalo Area Office,213600,2
36,39,Greene County, NY,Albany Area Office,213100,2
36,41,Hamilton County, NY,Albany Area Office,213100,2
36,43,Herkimer County, NY,Syracuse Area Office,215800,2
36,45,Jefferson County, NY,Syracuse Area Office,215800,2
36,47,Kings County, NY,Manhattan Area Office,215000,2
36,49,Lewis County, NY,Syracuse Area Office,215800,2
36,51,Livingston County, NY,Buffalo Area Office,213600,2
36,53,Madison County, NY,Syracuse Area Office,215800,2
36,55,Monroe County, NY,Buffalo Area Office,213600,2
36,57,Montgomery County, NY,Albany Area Office,213100,2
36,59,Nassau County, NY,Long Island Area Office,214700,2
36,61,New York County, NY,Manhattan Area Office,215000,2
36,63,Niagara County, NY,Buffalo Area Office,213600,2
36,65,Oneida County, NY,Syracuse Area Office,215800,2
36,67,Onondaga County, NY,Syracuse Area Office,215800,2
36,69,Ontario County, NY,Syracuse Area Office,215800,2
36,71,Orange County, NY,Albany Area Office,213100,2
36,73,Orleans County, NY,Buffalo Area Office,213600,2
36,75,Oswego County, NY,Syracuse Area Office,215800,2
36,77,Otsego County, NY,Syracuse Area Office,215800,2
36,79,Putnam County, NY,Albany Area Office,213100,2
36,81,Queens County, NY,Queens District Office of the Manhattan Area Office,215600,2
36,83,Rensselaer County, NY,Albany Area Office,213100,2
36,85,Richmond County, NY,Avenel Area Office,213400,2
36,87,Rockland County, NY,Tarrytown Area Office,216000,2
36,89,St. Lawrence County, NY,Syracuse Area Office,215800,2
36,91,Saratoga County, NY,Albany Area Office,213100,2
36,93,Schenectady County, NY,Albany Area Office,213100,2
36,95,Schoharie County, NY,Albany Area Office,213100,2
36,97,Schuyler County, NY,Syracuse Area Office,215800,2
36,99,Seneca County, NY,Syracuse Area Office,215800,2
36,101,Steuben County, NY,Syracuse Area Office,215800,2
36,103,Suffolk County, NY,Long Island Area Office,214700,2
36,105,Sullivan County, NY,Albany Area Office,213100,2
36,107,Tioga County, NY,Syracuse Area Office,215800,2
36,109,Tompkins County, NY,Syracuse Area Office,215800,2
36,111,Ulster County, NY,Albany Area Office,213100,2
36,113,Warren County, NY,Albany Area Office,213100,2
36,115,Washington County, NY,Albany Area Office,213100,2
36,117,Wayne County, NY,Syracuse Area Office,215800,2
36,119,Westchester County, NY,Tarrytown Area Office,216000,2
36,121,Wyoming County, NY,Buffalo Area Office,213600,2
36,123,Yates County, NY,Syracuse Area Office,215800,2
37,1,Alamance County, NC,Raleigh Area Office,420300,4
37,3,Alexander County, NC,Raleigh Area Office,420300,4
37,5,Alleghany County, NC,Raleigh Area Office,420300,4
37,7,Anson County, NC,Raleigh Area Office,420300,4
37,9,Ashe County, NC,Raleigh Area Office,420300,4
37,11,Avery County, NC,Raleigh Area Office,420300,4
37,13,Beaufort County, NC,Raleigh Area Office,420300,4
37,15,Bertie County, NC,Raleigh Area Office,420300,4
37,17,Bladen County, NC,Raleigh Area Office,420300,4
37,19,Brunswick County, NC,Raleigh Area Office,420300,4
37,21,Buncombe County, NC,Raleigh Area Office,420300,4
37,23,Burke County, NC,Raleigh Area Office,420300,4
37,25,Cabarrus County, NC,Raleigh Area Office,420300,4
37,27,Caldwell County, NC,Raleigh Area Office,420300,4
37,29,Camden County, NC,Raleigh Area Office,420300,4
37,31,Carteret County, NC,Raleigh Area Office,420300,4
37,33,Caswell County, NC,Raleigh Area Office,420300,4
37,35,Catawba County, NC,Raleigh Area Office,420300,4
37,37,Chatham County, NC,Raleigh Area Office,420300,4
37,39,Cherokee County, NC,Raleigh Area Office,420300,4
37,41,Chowan County, NC,Raleigh Area Office,420300,4
37,43,Clay County, NC,Raleigh Area Office,420300,4
37,45,Cleveland County, NC,Raleigh Area Office,420300,4
37,47,Columbus County, NC,Raleigh Area Office,420300,4
37,49,Craven County, NC,Raleigh Area Office,420300,4
37,51,Cumberland County, NC,Raleigh Area Office,420300,4
37,53,Currituck County, NC,Raleigh Area Office,420300,4
37,55,Dare County, NC,Raleigh Area Office,420300,4
37,57,Davidson County, NC,Raleigh Area Office,420300,4
37,59,Davie County, NC,Raleigh Area Office,420300,4
37,61,Duplin County, NC,Raleigh Area Office,420300,4
37,63,Durham County, NC,Raleigh Area Office,420300,4
37,65,Edgecombe County, NC,Raleigh Area Office,420300,4
37,67,Forsyth County, NC,Raleigh Area Office,420300,4
37,69,Franklin County, NC,Raleigh Area Office,420300,4
37,71,Gaston County, NC,Raleigh Area Office,420300,4
37,73,Gates County, NC,Raleigh Area Office,420300,4
37,75,Graham County, NC,Raleigh Area Office,420300,4
37,77,Granville County, NC,Raleigh Area Office,420300,4
37,79,Greene County, NC,Raleigh Area Office,420300,4
37,81,Guilford County, NC,Raleigh Area Office,420300,4
37,83,Halifax County, NC,Raleigh Area Office,420300,4
37,85,Harnett County, NC,Raleigh Area Office,420300,4
37,87,Haywood County, NC,Raleigh Area Office,420300,4
37,89,Henderson County, NC,Raleigh Area Office,420300,4
37,91,Hertford County, NC,Raleigh Area Office,420300,4
37,93,Hoke County, NC,Raleigh Area Office,420300,4
37,95,Hyde County, NC,Raleigh Area Office,420300,4
37,97,Iredell County, NC,Raleigh Area Office,420300,4
37,99,Jackson County, NC,Raleigh Area Office,420300,4
37,101,Johnston County, NC,Raleigh Area Office,420300,4
37,103,Jones County, NC,Raleigh Area Office,420300,4
37,105,Lee County, NC,Raleigh Area Office,420300,4
37,107,Lenoir County, NC,Raleigh Area Office,420300,4
37,109,Lincoln County, NC,Raleigh Area Office,420300,4
37,111,McDowell County, NC,Raleigh Area Office,420300,4
37,113,Macon County, NC,Raleigh Area Office,420300,4
37,115,Madison County, NC,Raleigh Area Office,420300,4
37,117,Martin County, NC,Raleigh Area Office,420300,4
37,119,Mecklenburg County, NC,Raleigh Area Office,420300,4
37,121,Mitchell County, NC,Raleigh Area Office,420300,4
37,123,Montgomery County, NC,Raleigh Area Office,420300,4
37,125,Moore County, NC,Raleigh Area Office,420300,4
37,127,Nash County, NC,Raleigh Area Office,420300,4
37,129,New Hanover County, NC,Raleigh Area Office,420300,4
37,131,Northampton County, NC,Raleigh Area Office,420300,4
37,133,Onslow County, NC,Raleigh Area Office,420300,4
37,135,Orange County, NC,Raleigh Area Office,420300,4
37,137,Pamlico County, NC,Raleigh Area Office,420300,4
37,139,Pasquotank County, NC,Raleigh Area Office,420300,4
37,141,Pender County, NC,Raleigh Area Office,420300,4
37,143,Perquimans County, NC,Raleigh Area Office,420300,4
37,145,Person County, NC,Raleigh Area Office,420300,4
37,147,Pitt County, NC,Raleigh Area Office,420300,4
37,149,Polk County, NC,Raleigh Area Office,420300,4
37,151,Randolph County, NC,Raleigh Area Office,420300,4
37,153,Richmond County, NC,Raleigh Area Office,420300,4
37,155,Robeson County, NC,Raleigh Area Office,420300,4
37,157,Rockingham County, NC,Raleigh Area Office,420300,4
37,159,Rowan County, NC,Raleigh Area Office,420300,4
37,161,Rutherford County, NC,Raleigh Area Office,420300,4
37,163,Sampson County, NC,Raleigh Area Office,420300,4
37,165,Scotland County, NC,Raleigh Area Office,420300,4
37,167,Stanly County, NC,Raleigh Area Office,420300,4
37,169,Stokes County, NC,Raleigh Area Office,420300,4
37,171,Surry County, NC,Raleigh Area Office,420300,4
37,173,Swain County, NC,Raleigh Area Office,420300,4
37,175,Transylvania County, NC,Raleigh Area Office,420300,4
37,177,Tyrrell County, NC,Raleigh Area Office,420300,4
37,179,Union County, NC,Raleigh Area Office,420300,4
37,181,Vance County, NC,Raleigh Area Office,420300,4
37,183,Wake County, NC,Raleigh Area Office,420300,4
37,185,Warren County, NC,Raleigh Area Office,420300,4
37,187,Washington County, NC,Raleigh Area Office,420300,4
37,189,Watauga County, NC,Raleigh Area Office,420300,4
37,191,Wayne County, NC,Raleigh Area Office,420300,4
37,193,Wilkes County, NC,Raleigh Area Office,420300,4
37,195,Wilson County, NC,Raleigh Area Office,420300,4
37,197,Yadkin County, NC,Raleigh Area Office,420300,4
37,199,Yancey County, NC,Raleigh Area Office,420300,4
38,1,Adams County, ND,Bismarck Area Office,830300,8
38,3,Barnes County, ND,Bismarck Area Office,830300,8
38,5,Benson County, ND,Bismarck Area Office,830300,8
38,7,Billings County, ND,Bismarck Area Office,830300,8
38,9,Bottineau County, ND,Bismarck Area Office,830300,8
38,11,Bowman County, ND,Bismarck Area Office,830300,8
38,13,Burke County, ND,Bismarck Area Office,830300,8
38,15,Burleigh County, ND,Bismarck Area Office,830300,8
38,17,Cass County, ND,Bismarck Area Office,830300,8
38,19,Cavalier County, ND,Bismarck Area Office,830300,8
38,21,Dickey County, ND,Bismarck Area Office,830300,8
38,23,Divide County, ND,Bismarck Area Office,830300,8
38,25,Dunn County, ND,Bismarck Area Office,830300,8
38,27,Eddy County, ND,Bismarck Area Office,830300,8
38,29,Emmons County, ND,Bismarck Area Office,830300,8
38,31,Foster County, ND,Bismarck Area Office,830300,8
38,33,Golden Valley County, ND,Bismarck Area Office,830300,8
38,35,Grand Forks County, ND,Bismarck Area Office,830300,8
38,37,Grant County, ND,Bismarck Area Office,830300,8
38,39,Griggs County, ND,Bismarck Area Office,830300,8
38,41,Hettinger County, ND,Bismarck Area Office,830300,8
38,43,Kidder County, ND,Bismarck Area Office,830300,8
38,45,LaMoure County, ND,Bismarck Area Office,830300,8
38,47,Logan County, ND,Bismarck Area Office,830300,8
38,49,McHenry County, ND,Bismarck Area Office,830300,8
38,51,McIntosh County, ND,Bismarck Area Office,830300,8
38,53,McKenzie County, ND,Bismarck Area Office,830300,8
38,55,McLean County, ND,Bismarck Area Office,830300,8
38,57,Mercer County, ND,Bismarck Area Office,830300,8
38,59,Morton County, ND,Bismarck Area Office,830300,8
38,61,Mountrail County, ND,Bismarck Area Office,830300,8
38,63,Nelson County, ND,Bismarck Area Office,830300,8
38,65,Oliver County, ND,Bismarck Area Office,830300,8
38,67,Pembina County, ND,Bismarck Area Office,830300,8
38,69,Pierce County, ND,Bismarck Area Office,830300,8
38,71,Ramsey County, ND,Bismarck Area Office,830300,8
38,73,Ransom County, ND,Bismarck Area Office,830300,8
38,75,Renville County, ND,Bismarck Area Office,830300,8
38,77,Richland County, ND,Bismarck Area Office,830300,8
38,79,Rolette County, ND,Bismarck Area Office,830300,8
38,81,Sargent County, ND,Bismarck Area Office,830300,8
38,83,Sheridan County, ND,Bismarck Area Office,830300,8
38,85,Sioux County, ND,Bismarck Area Office,830300,8
38,87,Slope County, ND,Bismarck Area Office,830300,8
38,89,Stark County, ND,Bismarck Area Office,830300,8
38,91,Steele County, ND,Bismarck Area Office,830300,8
38,93,Stutsman County, ND,Bismarck Area Office,830300,8
38,95,Towner County, ND,Bismarck Area Office,830300,8
38,97,Traill County, ND,Bismarck Area Office,830300,8
38,99,Walsh County, ND,Bismarck Area Office,830300,8
38,101,Ward County, ND,Bismarck Area Office,830300,8
38,103,Wells County, ND,Bismarck Area Office,830300,8
38,105,Williams County, ND,Bismarck Area Office,830300,8
39,1,Adams County, OH,Cincinnati Area Office,522000,5
39,3,Allen County, OH,Toledo Area Office,524700,5
39,5,Ashland County, OH,Toledo Area Office,524700,5
39,7,Ashtabula County, OH,Cleveland Area Office,522300,5
39,9,Athens County, OH,Columbus Area Office,522500,5
39,11,Auglaize County, OH,Toledo Area Office,524700,5
39,13,Belmont County, OH,Columbus Area Office,522500,5
39,15,Brown County, OH,Cincinnati Area Office,522000,5
39,17,Butler County, OH,Cincinnati Area Office,522000,5
39,19,Carroll County, OH,Columbus Area Office,522500,5
39,21,Champaign County, OH,Cincinnati Area Office,522000,5
39,23,Clark County, OH,Cincinnati Area Office,522000,5
39,25,Clermont County, OH,Cincinnati Area Office,522000,5
39,27,Clinton County, OH,Cincinnati Area Office,522000,5
39,29,Columbiana County, OH,Cleveland Area Office,522300,5
39,31,Coshocton County, OH,Columbus Area Office,522500,5
39,33,Crawford County, OH,Toledo Area Office,524700,5
39,35,Cuyahoga County, OH,Cleveland Area Office,522300,5
39,37,Darke County, OH,Cincinnati Area Office,522000,5
39,39,Defiance County, OH,Toledo Area Office,524700,5
39,41,Delaware County, OH,Columbus Area Office,522500,5
39,43,Erie County, OH,Toledo Area Office,524700,5
39,45,Fairfield County, OH,Columbus Area Office,522500,5
39,47,Fayette County, OH,Cincinnati Area Office,522000,5
39,49,Franklin County, OH,Columbus Area Office,522500,5
39,51,Fulton County, OH,Toledo Area Office,524700,5
39,53,Gallia County, OH,Columbus Area Office,522500,5
39,55,Geauga County, OH,Cleveland Area Office,522300,5
39,57,Greene County, OH,Cincinnati Area Office,522000,5
39,59,Guernsey County, OH,Columbus Area Office,522500,5
39,61,Hamilton County, OH,Cincinnati Area Office,522000,5
39,63,Hancock County, OH,Toledo Area Office,524700,5
39,65,Hardin County, OH,Toledo Area Office,524700,5
39,67,Harrison County, OH,Columbus Area Office,522500,5
39,69,Henry County, OH,Toledo Area Office,524700,5
39,71,Highland County, OH,Cincinnati Area Office,522000,5
39,73,Hocking County, OH,Columbus Area Office,522500,5
39,75,Holmes County, OH,Columbus Area Office,522500,5
39,77,Huron County, OH,Toledo Area Office,524700,5
39,79,Jackson County, OH,Columbus Area Office,522500,5
39,81,Jefferson County, OH,Columbus Area Office,522500,5
39,83,Knox County, OH,Columbus Area Office,522500,5
39,85,Lake County, OH,Cleveland Area Office,522300,5
39,87,Lawrence County, OH,Cincinnati Area Office,522000,5
39,89,Licking County, OH,Columbus Area Office,522500,5
39,91,Logan County, OH,Toledo Area Office,524700,5
39,93,Lorain County, OH,Toledo Area Office,524700,5
39,95,Lucas County, OH,Toledo Area Office,524700,5
39,97,Madison County, OH,Columbus Area Office,522500,5
39,99,Mahoning County, OH,Cleveland Area Office,522300,5
39,101,Marion County, OH,Toledo Area Office,524700,5
39,103,Medina County, OH,Cleveland Area Office,522300,5
39,105,Meigs County, OH,Columbus Area Office,522500,5
39,107,Mercer County, OH,Toledo Area Office,524700,5
39,109,Miami County, OH,Cincinnati Area Office,522000,5
39,111,Monroe County, OH,Columbus Area Office,522500,5
39,113,Montgomery County, OH,Cincinnati Area Office,522000,5
39,115,Morgan County, OH,Columbus Area Office,522500,5
39,117,Morrow County, OH,Toledo Area Office,524700,5
39,119,Muskingum County, OH,Columbus Area Office,522500,5
39,121,Noble County, OH,Columbus Area Office,522500,5
39,123,Ottawa County, OH,Toledo Area Office,524700,5
